"Source","Statistic","df1","df2","Test.Comparison","Value","Reported.Comparison","Reported.P.Value","Computed","Raw","Error","DecisionError","OneTail","OneTailedInTxt","APAfactor"
"236","Parent Involvement in Head Start and Children's Development  Indirect Effects Through Parenting - Ansari - 2015","Chi2",275,NA,"=",972.94,"<",0.001,0.0000000000000000000000000000000000000000000000000000000000000000000000000000010547019615866,";2(275) = 972.94, p < .001",FALSE,FALSE,FALSE,FALSE,0.06
"237","Parenting in Relation to School Dropout Through Student Engagement  A Longitudinal Study - Blondal - 2014","t",NA,926,"=",4.7,"<",0.001,0.00000299638106333583,"t(926) = 4.7, p < .001",FALSE,FALSE,FALSE,FALSE,0.3
"238","Parenting in Relation to School Dropout Through Student Engagement  A Longitudinal Study - Blondal - 2014","t",NA,183,"=",4.05,"<",0.001,0.0000755694289872444,"t(183) = 4.05, p < .001",FALSE,FALSE,FALSE,FALSE,0.3
"239","Parenting in Relation to School Dropout Through Student Engagement  A Longitudinal Study - Blondal - 2014","t",NA,177,"=",3.3,"<",0.01,0.00116915294947368,"t(177) = 3.3, p < .01",FALSE,FALSE,FALSE,FALSE,0.3
"240","Parenting in Relation to School Dropout Through Student Engagement  A Longitudinal Study - Blondal - 2014","Chi2",1,NA,"=",32.4,"<",0.01,0.0000000125486474976151,";2(1, N = 978) = 32.4, p < .01",FALSE,FALSE,FALSE,FALSE,0.3
"241","Parenting in Relation to School Dropout Through Student Engagement  A Longitudinal Study - Blondal - 2014","Chi2",1,NA,"=",10.7,"<",0.001,0.00107135534607033,";2(1, N = 835) = 10.7, p < .001",TRUE,FALSE,FALSE,FALSE,0.3
"242","Parenting in Relation to School Dropout Through Student Engagement  A Longitudinal Study - Blondal - 2014","Chi2",5,NA,"=",71.4,"<",0.001,0.0000000000000523805122500946,";2(5, N = 835) = 71.4, p < .001",FALSE,FALSE,FALSE,FALSE,0.3
"243","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","Chi2",2,NA,"=",0.63,"=",0.73,0.729788874269057,";2(2, N = 447) = 0.63, p = .73",FALSE,FALSE,FALSE,TRUE,0.65
"244","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","Chi2",2,NA,"=",1.13,"=",0.57,0.56836014675754,";2(2, N = 447) = 1.13, p = .57",FALSE,FALSE,FALSE,TRUE,0.65
"245","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","F",2,444,"=",0.53,"=",0.59,0.588976880940403,"F(2, 444) = 0.53, p = .59",FALSE,FALSE,FALSE,TRUE,0.65
"246","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","Chi2",1,NA,"=",3.27,"=",0.07,0.0705576236290207,";2(1, N = 447) = 3.27, p = .07",FALSE,FALSE,FALSE,TRUE,0.65
"247","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","Chi2",1,NA,"=",0.65,"=",0.42,0.42011267955064,";2(1, N = 447) = 0.65, p = .42",FALSE,FALSE,FALSE,TRUE,0.65
"248","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","t",NA,432,"=",-0.92,"=",0.36,0.358086187473767,"t(432) = -0.92, p = .36",FALSE,FALSE,FALSE,TRUE,0.65
"249","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","t",NA,445,"=",0.45,"=",0.65,0.652929569887694,"t(445) = 0.45, p = .65",FALSE,FALSE,FALSE,TRUE,0.65
"250","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","Chi2",1,NA,"=",0.76,"=",0.38,0.383328522648178,";2(1, N = 447) = 0.76, p = .38",FALSE,FALSE,FALSE,TRUE,0.65
"251","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","Chi2",1,NA,"=",0.14,"=",0.71,0.708281012290603,";2(1, N = 447) = 0.14, p = .71",FALSE,FALSE,FALSE,TRUE,0.65
"252","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","t",NA,432,"=",-1.93,"=",0.06,0.0542611921377573,"t(432) = -1.93, p = .06",TRUE,FALSE,FALSE,TRUE,0.65
"253","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","t",NA,445,"=",1.39,"=",0.17,0.165223782138802,"t(445) = 1.39, p = .17",FALSE,FALSE,FALSE,TRUE,0.65
"254","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","Chi2",1,NA,"=",2.12,"=",0.15,0.145386544135763,";2(1, N = 447) = 2.12, p = .15",FALSE,FALSE,FALSE,TRUE,0.65
"255","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","Chi2",3,NA,"=",0.19,"=",0.67,0.979187263902362,";2(3, N = 447) = 0.19, p = .67",TRUE,FALSE,FALSE,TRUE,0.65
"256","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","t",NA,445,"=",1.3,"=",0.19,0.19427391525002,"t(445) = 1.30, p = .19",FALSE,FALSE,FALSE,TRUE,0.65
"257","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","t",NA,432,"=",-2.61,"<",0.01,0.00936877660512021,"t(432) = -2.61, p < .01",FALSE,FALSE,FALSE,TRUE,0.65
"258","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","Chi2",1,NA,"=",3.31,"=",0.07,0.0688594920826217,";2(1, N = 447) = 3.31, p = .07",FALSE,FALSE,FALSE,TRUE,0.65
"259","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","Chi2",3,NA,"=",3.12,"=",0.08,0.373491031767691,";2(3, N = 447) = 3.12, p = .08",TRUE,FALSE,FALSE,TRUE,0.65
"260","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","t",NA,432,"=",0.02,"=",0.98,0.984052606506533,"t(432) = 0.02, p = .98",FALSE,FALSE,FALSE,TRUE,0.65
"261","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","t",NA,445,"=",-0.11,"=",0.91,0.912458963912429,"t(445) = -0.11, p = .91",FALSE,FALSE,FALSE,TRUE,0.65
"262","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","Chi2",3,NA,"=",32,"<",0.001,0.000000523346644774942,";2(3) = 32, p < .001",FALSE,FALSE,FALSE,TRUE,0.65
"263","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","Chi2",6,NA,"=",44,"<",0.001,0.0000000739209044610266,";2(6) = 44, p < .001",FALSE,FALSE,FALSE,TRUE,0.65
"264","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","Chi2",4,NA,"=",8,">",0.05,0.0915781944436709,";2(4) = 8, p > .05",FALSE,FALSE,FALSE,TRUE,0.65
"265","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","Chi2",12,NA,"=",43,"<",0.001,0.0000225797969129164,";2(12) = 43, p < .001",FALSE,FALSE,FALSE,TRUE,0.65
"266","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","Chi2",15,NA,"=",56,"<",0.001,0.00000121175429628249,";2(15) = 56, p < .001",FALSE,FALSE,FALSE,TRUE,0.65
"267","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","Chi2",1,NA,"=",2.11,"=",0.14,0.146339317590915,";2(1) = 2.11, p = .14",TRUE,FALSE,FALSE,TRUE,0.65
"268","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","Chi2",1,NA,"=",10.75,"<",0.001,0.00104279319090085,";2(1) = 10.75, p < .001",TRUE,FALSE,FALSE,TRUE,0.65
"269","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","Chi2",6,NA,"=",64,"<",0.001,0.00000000000690197022425633,";2(6) = 64, p < .001",FALSE,FALSE,FALSE,TRUE,0.65
"270","Parenting Stress, Parental Reactions, and Externalizing Behavior From Ages 4 to 10 - Mackler - 2015","Chi2",12,NA,"=",24,"=",0.02,0.0203410294169284,";2(12) = 24, p = .02",FALSE,FALSE,FALSE,TRUE,0.65
"271","Parenting Style and Adolescent Externalizing Behaviors  The Moderating Role of Respiratory Sinus Arrhythmia - Dyer - 2016","t",NA,248,"=",-3.28,"=",0.001,0.00118701547859436,"t(248) = -3.28, p = .001",FALSE,FALSE,FALSE,TRUE,0.27
"272","Parenting Style and Adolescent Externalizing Behaviors  The Moderating Role of Respiratory Sinus Arrhythmia - Dyer - 2016","t",NA,248,"=",-3.06,"=",0.002,0.00245651305600052,"t(248) = -3.06, p = .002",FALSE,FALSE,FALSE,TRUE,0.27
"273","Parenting Style and Adolescent Externalizing Behaviors  The Moderating Role of Respiratory Sinus Arrhythmia - Dyer - 2016","t",NA,245,"=",1.69,"=",0.093,0.0922998901427845,"t(245) = 1.69, p = .093",FALSE,FALSE,FALSE,TRUE,0.27
"274","Parenting Style and Adolescent Externalizing Behaviors  The Moderating Role of Respiratory Sinus Arrhythmia - Dyer - 2016","t",NA,245,"=",-2.66,"=",0.008,0.00832976963262564,"t(245) = -2.66, p = .008",FALSE,FALSE,FALSE,TRUE,0.27
"275","Paths to Intimate Relationship Quality From Parent–Adolescent Relations and Mental Health - Johnson - 2014","Chi2",2,NA,"=",0.219,"=",0.896,0.896282164362109,";2(2) = 0.219, p = .896",FALSE,FALSE,FALSE,TRUE,0.14
"276","Perceptions of Equity, Balance of Support Exchange, and Mother–Adult Child Relations - Sechrist - 2014","Chi2",19,NA,"=",550.35,"<",0.01,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000146775778377643,";2(19) = 550.35, p < .01",FALSE,FALSE,FALSE,FALSE,0.22
"277","Perceptions of Equity, Balance of Support Exchange, and Mother–Adult Child Relations - Sechrist - 2014","Chi2",19,NA,"=",688,"<",0.01,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000125217580365037,";2(19) = 688.00, p < .01",FALSE,FALSE,FALSE,FALSE,0.22
"278","Perceptions of Equity, Balance of Support Exchange, and Mother–Adult Child Relations - Sechrist - 2014","Chi2",18,NA,"=",296.1,"<",0.01,0.000000000000000000000000000000000000000000000000000305070023151843,";2(18) = 296.10, p < .01",FALSE,FALSE,FALSE,FALSE,0.22
"279","Perceptions of Equity, Balance of Support Exchange, and Mother–Adult Child Relations - Sechrist - 2014","Chi2",18,NA,"=",233.04,"<",0.01,0.00000000000000000000000000000000000000225056562886441,";2(18) = 233.04, p < .01",FALSE,FALSE,FALSE,FALSE,0.22
"280","Perceptions of Equity, Balance of Support Exchange, and Mother–Adult Child Relations - Sechrist - 2014","Chi2",18,NA,"=",317.92,"<",0.01,0.00000000000000000000000000000000000000000000000000000000980860133164331,";2(18) = 317.92, p < .01",FALSE,FALSE,FALSE,FALSE,0.22
"281","Perceptions of Equity, Balance of Support Exchange, and Mother–Adult Child Relations - Sechrist - 2014","Chi2",18,NA,"=",346.44,"<",0.01,0.0000000000000000000000000000000000000000000000000000000000000124504009530634,";2(18) = 346.44, p < .01",FALSE,FALSE,FALSE,FALSE,0.22
"282","Relationship Satisfaction Trajectories Across the Transition to Parenthood Among Low-Risk Parents - Don - 2014","Chi2",1,NA,"=",19.74,"<",0.001,0.00000887247248485641,";2(1) = 19.74, p < .001",FALSE,FALSE,FALSE,FALSE,0.32
"283","Relationship Satisfaction Trajectories Across the Transition to Parenthood Among Low-Risk Parents - Don - 2014","Chi2",1,NA,"=",10.01,"<",0.01,0.00155692522390594,";2(1) = 10.01, p < .01",FALSE,FALSE,FALSE,FALSE,0.32
"284","Relationship Satisfaction Trajectories Across the Transition to Parenthood Among Low-Risk Parents - Don - 2014","Chi2",1,NA,"=",59.67,"<",0.001,0.0000000000000112173496605675,";2(1) = 59.67, p < .001",FALSE,FALSE,FALSE,FALSE,0.32
"285","Relationship Satisfaction Trajectories Across the Transition to Parenthood Among Low-Risk Parents - Don - 2014","Chi2",1,NA,"=",141.76,"<",0.001,0.0000000000000000000000000000000109738489714746,";2(1) = 141.76, p < .001",FALSE,FALSE,FALSE,FALSE,0.32
"286","Relationship Satisfaction Trajectories Across the Transition to Parenthood Among Low-Risk Parents - Don - 2014","Chi2",1,NA,"=",43.91,"<",0.001,0.0000000000343827691527677,";2(1) = 43.91, p < .001",FALSE,FALSE,FALSE,FALSE,0.32
"287","Relationship Satisfaction Trajectories Across the Transition to Parenthood Among Low-Risk Parents - Don - 2014","Chi2",1,NA,"=",11.24,"<",0.001,0.000800531560802274,";2(1) = 11.24, p < .001",FALSE,FALSE,FALSE,FALSE,0.32
"288","Relationship Satisfaction Trajectories Across the Transition to Parenthood Among Low-Risk Parents - Don - 2014","Chi2",1,NA,"=",3.88,"<",0.05,0.0488645573660602,";2(1) = 3.88, p < .05",FALSE,FALSE,FALSE,FALSE,0.32
"289","Relationship Satisfaction Trajectories Across the Transition to Parenthood Among Low-Risk Parents - Don - 2014","Chi2",1,NA,"=",0.27,"=",0.61,0.603331772291867,";2(1) = 0.27, p = .61",FALSE,FALSE,FALSE,FALSE,0.32
"290","Relationship Satisfaction Trajectories Across the Transition to Parenthood Among Low-Risk Parents - Don - 2014","Chi2",2,NA,"=",43.22,"<",0.001,0.000000000411999079831585,";2(2) = 43.22, p < .001",FALSE,FALSE,FALSE,FALSE,0.32
"291","Romantic Relationship Commitment Behavior Among Emerging Adult African American Men - Kogan - 2016","Chi2",23,NA,"=",26.15,"=",0.29,0.293836166887591,";2(23) = 26.15, p = .29",FALSE,FALSE,FALSE,FALSE,0.1
"292","Romantic Relationship Commitment Behavior Among Emerging Adult African American Men - Kogan - 2016","Chi2",1,NA,"=",12.415,"<",0.001,0.000425899013004379,";2(1) = 12.415, p < .001",FALSE,FALSE,FALSE,FALSE,0.1
"293","Should Hotels Respond to Negative Online Reviews - Mei Rose, Jeffrey G. Blodgett, 2016","F",1,247,"=",7.72,"=",0.006,0.00588077092366578,"F(1, 247) = 7.72, p = .006",FALSE,FALSE,FALSE,FALSE,1
"294","Should Hotels Respond to Negative Online Reviews - Mei Rose, Jeffrey G. Blodgett, 2016","F",1,247,"=",31.15,"=",0,0.0000000627037235459854,"F(1, 247) = 31.15, p = .000",TRUE,FALSE,FALSE,FALSE,1
"295","Should Hotels Respond to Negative Online Reviews - Mei Rose, Jeffrey G. Blodgett, 2016","F",1,247,"=",4.18,"=",0.042,0.0419640316033528,"F(1, 247) = 4.18, p = .042",FALSE,FALSE,FALSE,FALSE,1
"296","Should Hotels Respond to Negative Online Reviews - Mei Rose, Jeffrey G. Blodgett, 2016","F",1,247,"=",0.16,"=",0.686,0.689502222013004,"F(1, 247) = 0.16, p = .686",FALSE,FALSE,FALSE,FALSE,1
"297","Should Hotels Respond to Negative Online Reviews - Mei Rose, Jeffrey G. Blodgett, 2016","F",1,247,"=",1.51,"=",0.22,0.220308532449533,"F(1, 247) = 1.51, p = .220",FALSE,FALSE,FALSE,FALSE,1
"298","Should Hotels Respond to Negative Online Reviews - Mei Rose, Jeffrey G. Blodgett, 2016","F",1,247,"=",10.91,"=",0.001,0.00109808820965564,"F(1, 247) = 10.91, p = .001",FALSE,FALSE,FALSE,FALSE,1
"299","Should Hotels Respond to Negative Online Reviews - Mei Rose, Jeffrey G. Blodgett, 2016","F",1,125,"=",14.19,"=",0,0.00025329360670588,"F(1, 125) = 14.19, p = .000",TRUE,FALSE,FALSE,FALSE,1
"300","Should Hotels Respond to Negative Online Reviews - Mei Rose, Jeffrey G. Blodgett, 2016","F",1,126,"=",0.808,"=",0.371,0.370426800618147,"F(1, 126) = .808, p = .371",FALSE,FALSE,FALSE,FALSE,1
"301","Should Hotels Respond to Negative Online Reviews - Mei Rose, Jeffrey G. Blodgett, 2016","F",2,157,"=",0.442,"=",0.643,0.643546949741353,"F(2, 157) = 0.442, p = .643",FALSE,FALSE,FALSE,FALSE,1
"302","Should Hotels Respond to Negative Online Reviews - Mei Rose, Jeffrey G. Blodgett, 2016","F",1,256,"=",17.78,"=",0,0.0000344250028559134,"F(1, 256) = 17.78, p = .000",TRUE,FALSE,FALSE,FALSE,1
"303","Should Hotels Respond to Negative Online Reviews - Mei Rose, Jeffrey G. Blodgett, 2016","F",1,246,"=",8.11,"=",0.005,0.00477425111298596,"F(1, 246) = 8.11, p = .005",FALSE,FALSE,FALSE,FALSE,1
"304","Should Hotels Respond to Negative Online Reviews - Mei Rose, Jeffrey G. Blodgett, 2016","F",1,246,"=",0.42,"=",0.517,0.517541463934771,"F(1, 246) = 0.42, p = .517",FALSE,FALSE,FALSE,FALSE,1
"305","Should Hotels Respond to Negative Online Reviews - Mei Rose, Jeffrey G. Blodgett, 2016","F",1,246,"=",0.42,"=",0.517,0.517541463934771,"F(1, 246) = 0.42, p = .517",FALSE,FALSE,FALSE,FALSE,1
"306","Should Hotels Respond to Negative Online Reviews - Mei Rose, Jeffrey G. Blodgett, 2016","F",1,256,"=",1.36,"=",0.245,0.244622771129058,"F(1, 256) = 1.36, p = .245",FALSE,FALSE,FALSE,FALSE,1
"307","Should Hotels Respond to Negative Online Reviews - Mei Rose, Jeffrey G. Blodgett, 2016","F",1,256,"=",0.44,"=",0.506,0.507719317617389,"F(1, 256) = 0.44, p = .506",FALSE,FALSE,FALSE,FALSE,1
"308","Should Hotels Respond to Negative Online Reviews - Mei Rose, Jeffrey G. Blodgett, 2016","F",1,256,"=",8.38,"=",0.004,0.00412099212344995,"F(1, 256) = 8.38, p = .004",FALSE,FALSE,FALSE,FALSE,1
"309","Should Hotels Respond to Negative Online Reviews - Mei Rose, Jeffrey G. Blodgett, 2016","F",1,131,"=",15.32,"=",0,0.000145177578059988,"F(1, 131) = 15.32, p = .000",TRUE,FALSE,FALSE,FALSE,1
"310","Should Hotels Respond to Negative Online Reviews - Mei Rose, Jeffrey G. Blodgett, 2016","F",1,129,"=",0,"=",0.983,1,"F(1, 129) = .000, p = .983",FALSE,FALSE,FALSE,FALSE,1
"311","Spillover in the Home  The Effects of Family Conflict on Parents' Behavior - Sears - 2015","t",NA,83,"=",-3.67,"<",0.001,0.000427607129142051,"t(83) = -3.67, p < .001",FALSE,FALSE,FALSE,TRUE,0.11
"312","Sticktion - Kathryn A. LaTour, Lewis P. Carbone, 2014","F",3,399,"=",4.9,"=",0.002,0.00234834298145778,"F(3, 399) = 4.9, p = .002",FALSE,FALSE,FALSE,FALSE,1
"313","Sticktion - Kathryn A. LaTour, Lewis P. Carbone, 2014","F",3,399,"=",4.1,"=",0.007,0.00695295028255181,"F(3, 399) = 4.1, p = .007",FALSE,FALSE,FALSE,FALSE,1
"314","Stoyan V. Sgourev, Niek Althuizen, 2014","F",1,175,"=",219.173,"<",0.001,0.0000000000000000000000000000000111825446501596,"F(1, 175) = 219.173, p < .001",FALSE,FALSE,FALSE,FALSE,0.68
"315","Stoyan V. Sgourev, Niek Althuizen, 2014","t",NA,179,"=",14.74,"<",0.001,0.0000000000000000000000000000000103232978003383,"t(179) = 14.740, p < .001",FALSE,FALSE,FALSE,FALSE,0.68
"316","Stoyan V. Sgourev, Niek Althuizen, 2014","t",NA,58,"=",2.174,"=",0.034,0.0337992993493817,"t(58) = 2.174, p = .034",FALSE,FALSE,FALSE,FALSE,0.68
"317","Stoyan V. Sgourev, Niek Althuizen, 2014","t",NA,58,"=",2.044,"=",0.046,0.0455031874900217,"t(58) = 2.044, p = .046",FALSE,FALSE,FALSE,FALSE,0.68
"318","Stoyan V. Sgourev, Niek Althuizen, 2014","t",NA,60,"=",-3.837,"<",0.001,0.000301829933141518,"t(60) = -3.837, p < .001",FALSE,FALSE,FALSE,FALSE,0.68
"319","Stoyan V. Sgourev, Niek Althuizen, 2014","F",2,165,"=",5.023,"=",0.008,0.00762727899500743,"F(2, 165) = 5.023, p = .008",FALSE,FALSE,FALSE,FALSE,0.68
"320","Stoyan V. Sgourev, Niek Althuizen, 2014","F",1,165,"=",2.379,"=",0.125,0.12489193879573,"F(1, 165) = 2.379, p = .125",FALSE,FALSE,FALSE,FALSE,0.68
"321","Stoyan V. Sgourev, Niek Althuizen, 2014","F",1,165,"=",8.707,"=",0.004,0.00363145830352089,"F(1, 165) = 8.707, p = .004",FALSE,FALSE,FALSE,FALSE,0.68
"322","Stoyan V. Sgourev, Niek Althuizen, 2014","F",2,165,"=",7.547,"=",0.001,0.000730697727388708,"F(2, 165) = 7.547, p = .001",FALSE,FALSE,FALSE,FALSE,0.68
"323","Stoyan V. Sgourev, Niek Althuizen, 2014","F",1,48,"=",3.726,"=",0.059,0.059491364126741,"F(1, 48) = 3.726, p = .059",FALSE,FALSE,FALSE,FALSE,0.68
"324","Stoyan V. Sgourev, Niek Althuizen, 2014","F",1,53,"=",7.021,"=",0.011,0.010594620236151,"F(1, 53) = 7.021, p = .011",FALSE,FALSE,FALSE,FALSE,0.68
"325","Stoyan V. Sgourev, Niek Althuizen, 2014","F",1,52,"=",8.018,"=",0.007,0.00657208858061249,"F(1, 52) = 8.018, p = .007",FALSE,FALSE,FALSE,FALSE,0.68
"326","Stoyan V. Sgourev, Niek Althuizen, 2014","F",2,165,"=",25.1,"<",0.001,0.000000000304045353370373,"F(2, 165) = 25.100, p < .001",FALSE,FALSE,FALSE,FALSE,0.68
"327","Stoyan V. Sgourev, Niek Althuizen, 2014","F",1,165,"=",6.269,"=",0.013,0.0132585347754918,"F(1, 165) = 6.269, p = .013",FALSE,FALSE,FALSE,FALSE,0.68
"328","Stoyan V. Sgourev, Niek Althuizen, 2014","F",2,165,"=",1.823,"=",0.165,0.164778935327883,"F(2, 165) = 1.823, p = .165",FALSE,FALSE,FALSE,FALSE,0.68
"329","Stoyan V. Sgourev, Niek Althuizen, 2014","F",1,52,"=",0.13,"=",0.72,0.719892584742583,"F(1, 52) = .130, p = .720",FALSE,FALSE,FALSE,FALSE,0.68
"330","Stoyan V. Sgourev, Niek Althuizen, 2014","F",1,52,"=",3.666,"=",0.061,0.0610422240257937,"F(1, 52) = 3.666, p = .061",FALSE,FALSE,FALSE,FALSE,0.68
"331","Stoyan V. Sgourev, Niek Althuizen, 2014","F",1,52,"=",10.3,"=",0.002,0.00228060734706055,"F(1, 52) = 10.300, p = .002",FALSE,FALSE,FALSE,FALSE,0.68
"332","Stoyan V. Sgourev, Niek Althuizen, 2014","F",2,165,"=",5.409,"=",0.005,0.00530518118974578,"F(2, 165) = 5.409, p = .005",FALSE,FALSE,FALSE,FALSE,0.68
"333","Stoyan V. Sgourev, Niek Althuizen, 2014","F",2,165,"=",11.547,"<",0.001,0.0000202531539158367,"F(2, 165) = 11.547, p < .001",FALSE,FALSE,FALSE,FALSE,0.68
"334","Stoyan V. Sgourev, Niek Althuizen, 2014","F",1,165,"=",3.288,"=",0.072,0.071605242699125,"F(1, 165) = 3.288, p = .072",FALSE,FALSE,FALSE,FALSE,0.68
"335","Stoyan V. Sgourev, Niek Althuizen, 2014","F",1,48,"=",3.092,"=",0.085,0.085052626223056,"F(1, 48) = 3.092, p = .085",FALSE,FALSE,FALSE,FALSE,0.68
"336","Stoyan V. Sgourev, Niek Althuizen, 2014","F",1,53,"=",4.393,"=",0.041,0.0408783354260842,"F(1, 53) = 4.393, p = .041",FALSE,FALSE,FALSE,FALSE,0.68
"337","Stoyan V. Sgourev, Niek Althuizen, 2014","F",1,52,"=",4.445,"=",0.04,0.0398405189385479,"F(1, 52) = 4.445, p = .040",FALSE,FALSE,FALSE,FALSE,0.68
"338","Stoyan V. Sgourev, Niek Althuizen, 2014","t",NA,40,"=",0.36,"=",0.72,0.720741041623943,"t(40) = .360, p = .720",FALSE,FALSE,FALSE,FALSE,0.68
"339","Stoyan V. Sgourev, Niek Althuizen, 2014","t",NA,174,"=",20.662,"<",0.001,0.00000000000000000000000000000000000000000000000105955247600814,"t(174) = 20.662, p < .001",FALSE,FALSE,FALSE,FALSE,0.68
"340","Tapping Mindfulness to Shape Hotel Guests’ Sustainable Behavior - Nelson A. Barber, Cynthia Deale, 2014","F",2,560,"=",261.88,"<",0,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000514487205115997,"F(2, 560) = 261.88, p < .00",TRUE,FALSE,FALSE,FALSE,0.75
"341","Tapping Mindfulness to Shape Hotel Guests’ Sustainable Behavior - Nelson A. Barber, Cynthia Deale, 2014","F",2,560,"=",129.74,"<",0,0.0000000000000000000000000000000000000000000000503392924814126,"F(2, 560) = 129.74, p < .00",TRUE,FALSE,FALSE,FALSE,0.75
"342","Tapping Mindfulness to Shape Hotel Guests’ Sustainable Behavior - Nelson A. Barber, Cynthia Deale, 2014","F",2,560,"=",35.68,"<",0.05,0.00000000000000260057726529018,"F(2, 560) = 35.68, p < .05",FALSE,FALSE,FALSE,FALSE,0.75
"343","Tapping Mindfulness to Shape Hotel Guests’ Sustainable Behavior - Nelson A. Barber, Cynthia Deale, 2014","F",2,560,"=",27.15,"<",0.05,0.00000000000557318259647821,"F(2, 560) = 27.15, p < .05",FALSE,FALSE,FALSE,FALSE,0.75
"344","Tapping Mindfulness to Shape Hotel Guests’ Sustainable Behavior - Nelson A. Barber, Cynthia Deale, 2014","F",2,560,"=",19.64,"<",0.05,0.0000000057056880571363,"F(2, 560) = 19.64, p < .05",FALSE,FALSE,FALSE,FALSE,0.75
"345","Tapping Mindfulness to Shape Hotel Guests’ Sustainable Behavior - Nelson A. Barber, Cynthia Deale, 2014","F",2,560,"=",33.52,"<",0.05,0.0000000000000177819196791779,"F(2, 560) = 33.52, p < .05",FALSE,FALSE,FALSE,FALSE,0.75
"346","Testing Family Stress and Family Investment Explanations for Conduct Problems Among African American Adolescents - Simons - 2016","Chi2",23,NA,"=",15.19,"=",0.85,0.887694730662166,";2(23) = 15.19, p = .85",TRUE,FALSE,FALSE,FALSE,0.04
"347","The Analysis of Duocentric Social Networks  A Primer - Kennedy - 2015","Z",NA,NA,"=",-4.92,"<",0.0001,0.000000865442123723404,"Z = -4.92, p < .0001",FALSE,FALSE,FALSE,FALSE,0.25
"348","The Analysis of Duocentric Social Networks  A Primer - Kennedy - 2015","Z",NA,NA,"=",-2.11,"=",0.02,0.0348583558753142,"Z = -2.11, p = .02",TRUE,FALSE,TRUE,FALSE,0.25
"349","The Analysis of Duocentric Social Networks  A Primer - Kennedy - 2015","Z",NA,NA,"=",1.12,"=",0.13,0.262713762085461,"Z = 1.12, p = .13",TRUE,FALSE,TRUE,FALSE,0.25
"350","The Analysis of Duocentric Social Networks  A Primer - Kennedy - 2015","Z",NA,NA,"=",1.8,"=",0.04,0.0718606382258516,"Z = 1.8, p = .04",TRUE,TRUE,TRUE,FALSE,0.25
"351","The Analysis of Duocentric Social Networks  A Primer - Kennedy - 2015","Z",NA,NA,"=",1.93,"=",0.03,0.0536068377541099,"Z = 1.93, p = .03",TRUE,TRUE,TRUE,FALSE,0.25
"352","The Cultural Contingency of Structure  Evidence from Entry to the Slave Trade In and Around the Abolition Movement","Z",NA,NA,"=",2.18,"<",0.05,0.0292574615519785,"Z = 2.18, P < .05",FALSE,FALSE,FALSE,FALSE,0.2
"353","The Denigration of Heroes","Z",NA,NA,"=",3.78,"<",0.01,0.00015682835876717,"Z = 3.78, P < .01",FALSE,FALSE,FALSE,FALSE,0.63
